tour_id|tour_user_id|tour_name|tour_description|tour_starter_point|URL|tour_price|tour_child_price|tour_viality_from|tour_viality_to|tour_created_at|tour_update_at|tour_days|tour_nights|tour_state|tour_hounsing_type|tour_country_id|tour_housing_name|tour_stock|tour_commision|tour_in_home|tour_is_canatour|tour_blocked|tour_adult_foreigner_price|tour_child_foreigner_price|tour_purchase_time|tour_min_passenger|tour_published_on|tour_name_en|tour_translation_mode|tour_list_price|tour_duration_in_hours|tour_language|tour_start_time|tour_cancellation_policy|tour_reservations_count|tour_city|name of tour operator|tour_distribution|pago nulo|pago aprobado|pago expirado|pago extornado|pago no procesado|pago pendiente|por pagar
314 |100 |Cabalgata Río y Cordillera |  Cabalgata que cruza el Río Cochiguaz rumbo a unos pozones de río en un sector de cordillera, donde los turistas  podrán bañarse si lo desean y además disfrutar de un delicioso picnic natural.      |   Punto inicio y retorno del tour:  Agencia de Turismo ubicadas en Pisco Elqui.     Duración del tour:  4 horas   Días de operación:  De Lunes a Sábado   |cabalgata-rio-y-cordillera |43000 |37000 |2022-01-01 |2022-12-31 |2021-01-11 18:13:22 |2022-06-13 08:52:45 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |43000 |37000 |24 |3 |2022-06-13 |River and Cordillera Horseback Riding |auto |43000 |4 |Español |14:00 |100p-24hours |0 |Coquimbo |turismo  migrantes |Turismoi  |1 |1 |1 |0 |0 |0 |0
315 |118 |6 Dias 5 Noches Playas y Turismo de Aventura 4x4 |   La Bienvenida será en el aeropuerto de Iquique ,  luego nos trasladamos al hotel en Iquique para luego ponernos en onda e iniciar nuestro City Tour.    Este paquete turístico es espectacular  Y promete para el turista aventurero  OFF ROAD  y para el que desee eliminar el stress acumulado por la  PANDEMIA y EXCESO LABORAL , con esta ESCAPADA LABORAL, te permitirá tomar aire realmente puro y olvidarte del encierro que estamos viviendo y te sentirás realmente libre por 6 dias.    Te brindaremos las bondades de practicar una diversidad de actividades,  de turismo aventura en las Dunas de Caramucho a  bordo de un Buggy,  Posteriormente unos de los días nos trasladamos al balneario de Chanavayita para navegar en lancha, que nos permitirá disfrutar de un safari fotográfico y observación de fauna típica de toda la zona costera, como los  Pingüinos de Humboldt  y diversidad de  aves en todo el recorrido costero , visitar  islas loberas  y podrás disfrutar de baños en la playa  balneario de Chanavayita a 58 km  al sur de Iquique, increíbles paisajes de las  Dunas de Caramucho  donde practicaremos el  Sandboard  y nos trasladaremos en  Buggy 4X4  para subir a la cúspide de las dunas, cada vez que requieran deslizarse y practicar el Sandboard durante 4 horas, previo a una inducción.   Durante la ultima noche como despedida , antes de retornar al aeropuerto al día siguiente tendremos un fogón donde disfrutaremos de una parrillada de productos del mar, con acompañamientos a elección y acompañado de unos entretenidos guitarristas Lugareños.      |  A todos nuestros turistas los retiramos de su hotel, Departamento o Domicilio Para iniciar cada uno de los circuitos y retornamos al hotel o al lugar de preferencia del pasajero.   |6-dias-5-noches-playas-y-turismo-de-aventura-4x4 |831667 |NULL |2022-01-01 |2022-12-31 |2021-01-30 03:24:42 |2022-05-25 10:32:09 |6 |5 |published |hotel-3-estrellas |NULL |Ibis, Esmeralda, Sunfish, Cabañas los Verdes, Chanavayita. |0 |25 |0 |0 |1 |831667 |NULL |72 |2 |2022-05-25 |6 Days 5 Nights Beaches and 4x4 Adventure Tourism |auto |831667 |NULL |Español,Inglés,Portugués |08:00 |100p-7days |0 |Tarapacá |SURIRE TOURS |Turismoi  |0 |0 |0 |0 |0 |0 |0
316 |79 |Tour Parque Nacional Volcán Isluga Con Traslado y Guiado | Junto a nosotros conocerás el Parque Nacional Volcán Isluga, a tan sólo tres horas de Iquique. Te maravillarás con las termas de Enquelga, la flora y fauna local, además de degustar la sabrosa gastronomía Aymara y mucho más sobre este bello sector del altiplano de la región de Tarapacá. Un panorama lleno de experiencias únicas.     |  Traslado desde alojamiento  Horario de salida desde su alojamiento: 05:00 a 06:00 hrs.  Horario de llegada a su alojamiento: 19:00 a 20:00 hrs.   Dias de operación:  de Lunes a Domingo   |tour-parque-nacional-volcan-isluga-con-traslado-y-guiado |86667 |NULL |2022-01-01 |2022-12-31 |2021-02-03 17:06:18 |2022-06-03 15:38:56 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |86667 |NULL |48 |2 |2021-03-09 |Isluga Volcano National Park Tour With Transfer and Guide |auto |86667 |NULL |Español |05:00 |non-refundable |0 |Tarapacá |Altiplano Travel |Turismoi  |0 |1 |1 |0 |0 |0 |0
317 |79 |Tour Oficinas Salitreras y Oasis de Pica Con Traslado y Guia |Experimenta un panorama lleno de cultura y relajación. A sólo una hora desde Iquique. Recorre las salitreras y adéntrate a sus casas, visita la iglesia de La Tirana, almuerza en el Oasis de Pica. Descubre el desierto más árido del mundo y su oasis!!! |  Traslado desde alojamiento   Horario de salida desde su alojamiento: 08:00 a 09:00 hrs    Horario de llegada a sus alojamientos: 19:00 a 20:00 hrs.    Dias de operación:  de Lunes a Domingo   |tour-oficinas-salitreras-y-oasis-de-pica-con-traslado-y-guia |53333 |53333 |2022-01-01 |2022-12-31 |2021-02-03 17:15:22 |2022-06-03 15:51:44 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |53333 |53333 |48 |2 |2022-01-24 |Saltpeter Offices and Pica Oasis Tour With Transfer and Guide |auto |53333 |NULL |Español |08:00 |non-refundable |0 |Tarapacá |Altiplano Travel |Turismoi  |7 |3 |0 |2 |0 |0 |1
318 |79 |Tour Invernal Altiplano por los Nevados de Picavilque |Tour invernal, disponible entre los meses de julio y agosto. |  Salida desde alojamiento: 06::00 - 07:00 horas  Retorno alojamiento: 20:00 - 20:30 horas   Disponible: Junio y Setiembre    |tour-invernal-altiplano-por-los-nevados-de-picavilque |86667 |86667 |2021-01-01 |2022-09-30 |2021-02-03 17:25:25 |2022-06-13 09:22:46 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |86667 |86667 |48 |2 |2022-06-13 |Altiplano Winter Tour through the Nevados de Picavilque |auto |86667 |NULL |Español |06:00 |100p-7days |0 |Tarapacá |Altiplano Travel |Turismoi  |0 |0 |0 |0 |0 |0 |0
319 |79 |Tour de Buceo en Playa Blanca |Playa Blanca, ubicada al sur de Iquique, es una pequeña playa de arenas blancas y aguas transparentes de color esmeralda.  |   Recojo desde Hotel   Salida: 09:00 a 09:30 hrs.   Retorno: 13:00 a 14:00 hrs.   |tour-de-buceo-en-playa-blanca |73333 |NULL |2021-01-01 |2022-12-31 |2021-02-03 17:32:36 |2021-12-28 17:06:36 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |73333 |NULL |48 |1 |2021-03-10 |Diving Tour in Playa Blanca |auto |73333 |5 |Español |09:00 |100p-7days |0 |Tarapacá |Altiplano Travel |Turismoi  |0 |0 |0 |0 |0 |0 |0
320 |79 |Iquique Tour Bicicleta Cerro Tarapacá |Tour de recorrido en Bicicleta! |  Horario de salida desde su alojamiento: 07:00 a 08:00 hrs.  Horario de llegada a sus alojamientos: 13:00 a 14:00 hrs.   |iquique-tour-bicicleta-cerro-tarapaca |32200 |NULL |2021-01-01 |2021-12-31 |2021-02-03 17:40:18 |2021-03-19 20:11:51 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |32200 |NULL |48 |1 |2021-03-10 |Iquique Bike Tour Cerro Tarapacá |auto |32200 |7 |Español |07:00 |100p-7days |0 |Tarapacá |Altiplano Travel |Turismoi  |0 |0 |0 |0 |0 |0 |0
321 |79 |Tour Sandboard por las Dunas de Cerro Dragón |Te invitamos a disfrutar y aprovechar la inmensidad de las dunas del Cerro Dragón |  Recojo desde hotel   Horario 1:  Inicio: 10:00 a 10:30 Término 12:00 a 12:30   Horario 2:  Inicio: 18:00 a 18:30 Término: 20:00 a 20:30   Dias de operación:  de Lunes a Domingo   |tour-sandboard-por-las-dunas-de-cerro-dragon |46667 |46667 |2021-01-01 |2022-12-31 |2021-02-03 17:46:00 |2022-06-16 10:34:56 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |46667 |46667 |48 |2 |2021-03-10 |Sandboard Tour through the Dunes of Cerro Dragon |auto |46667 |2 |Español |10:00 |100p-7days |0 |Tarapacá |Altiplano Travel |Turismoi  |0 |0 |0 |0 |0 |0 |0
322 |79 |Trekking por los Túneles de Longino |Trekking Túneles de Longino | Horarios:   Horario de salida: 8:00 a 9:00 hrs.  Horario de llegada: 13:30 a 14:00 hrs.   Dias de operación:   Domingo     Punto de encuentro:  Recojo en domicilio u hoteles ubicados Iquique u Hospicio   |trekking-por-los-tuneles-de-longino |26667 |NULL |2021-01-01 |2022-12-31 |2021-02-03 17:54:48 |2021-12-28 17:09:30 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |26667 |NULL |48 |1 |2021-03-10 |Trekking through the Longinus Tunnels |auto |26667 |4 |Español |08:00 |non-refundable |0 |Tarapacá |Altiplano Travel |Turismoi  |1 |0 |0 |0 |0 |0 |0
323 |200 |Ruta por el Túnel de las Raíces desde Temuco | Una ruta que conecta con los  bosques de Araucaria , esta ruta parte desde la cuesta de las raíces, camino el cual era utilizado para llegar a la comuna de Lonquimay cuando el tunel las raíces aun no existía. Visitaremos un mirador el cual tiene vista directa al  volcán Lonquimay;  en el regreso cruzaremos el túnel las raíces, construido en 1939 y es el cuarto más largo a nivel sudamericano. Finalmente concluiremos nuestro viaje por la zona cordillerana de la Araucanía visitando el  salto de la princesa  el cual presenta unas características formas geológicas producto de la actividad volcánica de la zona.     |  Partimos desde la comuna de Temuco, y al termino del tour se retorna a la misma localidad.  Los turistas son recogidos y dejados en su alojamiento   El tour esta disponible de Lunes a Domingo.    |ruta-por-el-tunel-de-las-raices-desde-temuco |45000 |45000 |2021-02-01 |2022-12-31 |2021-02-16 16:28:26 |2022-02-18 10:03:52 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |45000 |45000 |24 |2 |2021-02-23 |Route through the Tunnel of the Roots from Temuco |auto |45000 |8 |Español |09:00 |100p-7days |0 |De La Araucanía |Insear Travel |Turismoi  |0 |0 |0 |0 |0 |0 |0
324 |200 |Ruta de la Costa Araucana desde la Ciudad de Temuco | Una ruta que esta directamente conectada con las  raíces mapuches y la naturaleza  y su fuerza. Nuestro tour comienza desde la  localidad de Nehuentue,  precisamente del sector de Moncul donde visitaremos la dunas de dicho lugar, para luego dirigirnos a cruzar la balsa que nos llevara a la ruta que une Nehuentue y la ciudad de Puerto Saavedra al finalizar esta ruta que bordea el estuario de el rio imperial nos encontraremos con la ruinas que dejo el devastador tsunami de el año 1960, las cuales son un testigo en silencio del poder de la naturaleza, luego recorreremos la costanera de la ciudad y  visitaremos la playa maule , para después subir al mirador del cerro maule para apreciar la costa desde las alturas, finalizaremos visitando el  Lago Budi.          |  La recogida es en la ciudad de Temuco a las 9:00am, para posteriormente dirigirnos a la localidad de Nehuentue, en el sector de Moncul con hora de arribo 10:30am, donde inicia nuestro tour.  Finalizando en el sector del lago Budi a las 17:00 hrs aproximadamente.   El tour esta disponible de Lunes a Domingo.    |ruta-de-la-costa-araucana-desde-la-ciudad-de-temuco |60000 |60000 |2021-01-01 |2022-12-31 |2021-02-16 17:45:13 |2022-04-11 15:24:56 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |60000 |60000 |24 |2 |2021-02-23 |Route of the Costa Araucana from the City of Temuco |auto |60000 |8 |Español |09:00 |100p-7days |0 |De La Araucanía |Insear Travel |Turismoi  |5 |4 |0 |0 |0 |0 |7
325 |200 |Ruta por los Alrededores de Icalma desde Melipeuco | Una ruta que comienza en la  localidad de Melipeuco , la primera parada es la vista del escorial volcánico producto de las erupciones del  volcán Llaima,  uno de los volcanes mas activos de nuestro país, luego se sigue en dirección a la localidad de  Icalma  apreciando el bosque mixto entre araucarias y Coihue que se puede ver a lo largo de la ruta, en la parte mas alta de la ruta nos encontramos con el límite provincial y comunal y entramos a la comunidad de Lonquimay, donde empezamos a aproximarnos a la localidad de Icalma donde bordearemos el lago Icalma y sus aguas cristalinas que invitan a refrescarse, finalmente se termina la ruta con una visita al mirador la bandera para contemplar en lago y el poblado en su totalidad.      |  Se recoge al cliente a las 9:30 desde Melipeuco (o desde su alojamiento) y terminado el tour se deja en el mismo lugar donde fue recogido.   Dias de operación: de Martes a Domingo    |ruta-por-los-alrededores-de-icalma-desde-melipeuco |25000 |25000 |2021-02-01 |2022-12-31 |2021-02-23 10:17:15 |2022-02-18 10:17:05 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |25000 |25000 |24 |2 |2021-02-23 |Route through the Surroundings of Icalma from Melipeuco |auto |25000 |NULL |Español |09:30 |100p-7days |0 |De La Araucanía |Insear Travel |Turismoi  |1 |0 |0 |0 |0 |0 |1
326 |105 |Tour Astronómico en Coquimbo | Ven a observar el cielo en la única zona donde pareciera que las estrellas las tocas con tus manos y disfruta de la variedad de objetos que puedes ver a través de un telescopio, con la experiencia de un guía astronómico que te enseñará a mirar de diferente manera nuestro hermoso cielo.  Observación que se hará a cielo descubierto, en lugares de poca contaminación lumínica.  |  Punto de salida es en la plaza de la ciudad de Ovalle.    Dias de operación: de Lunes a Domingo    |tour-astronomico-en-coquimbo |30000 |30000 |2021-03-01 |2022-12-31 |2021-03-08 16:58:00 |2022-02-21 13:01:11 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |30000 |30000 |24 |2 |2021-06-15 |Astronomical Tour in Coquimbo |auto |30000 |NULL |Español |19:00 |100p-7days |0 |Coquimbo |kanturchile |Turismoi  |0 |0 |0 |0 |0 |0 |0
327 |105 |Full Day Islas Damas - Punta Choros | Esta Reserva es una de las 102 unidades que conforman el Sistema Nacional de Aéreas Silvestres Protegidas del Estado de Chile. Está administrada por Conaf y está compuesta por 3 islas:  Damas, Choros  y Chañaral. La reserva fue creada en 1990 con el propósito de conservar un refugio de diferentes especies de fauna con problemas de conservación y representativas de los ecosistemas costeros. En este archipiélago se concentra el 80% de la nidificación de los pingüinos de Humboldt, esta ave vive asociada a la corriente del mismo nombre.  |  Punto de salida es en la plaza de la ciudad de Ovalle.    Dias de operación: de Lunes a Domingo    |full-day-islas-damas-punta-choros |53000 |53000 |2021-03-01 |2022-12-31 |2021-03-08 17:36:19 |2022-02-21 13:02:25 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |53000 |53000 |24 |2 |2021-06-18 |Full Day Damas Islands - Punta Choros |auto |53000 |NULL |Español |08:00 |100p-7days |0 |Coquimbo |kanturchile |Turismoi  |2 |0 |0 |0 |0 |0 |0
328 |105 |Ruta Experiencia del Arriero |Experiencia de tour a caballo! |  Una vez realizada la reserva se le informará la dirección   |ruta-experiencia-del-arriero |43750 |NULL |2021-03-01 |2021-12-31 |2021-03-08 17:57:43 |2021-06-15 18:44:32 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |43750 |NULL |24 |2 |NULL |Arriero Experience Route |auto |43750 |NULL |Español |08:00 |100p-7days |0 |Coquimbo |kanturchile |Turismoi  |0 |0 |0 |0 |0 |0 |0
329 |126 |Tour Astronómico Nocturno en Atacama |El cielo de Atacama es uno de los más limpios del mundo. Y tú puedes aprovecharlo al máximo con este tour  |  ­­­ Punto de encuentro:  Calle caracoles con Domingo Atienza   Dias de operación:  de Lunes a Domingo   |tour-astronomico-nocturno-en-atacama |35000 |35000 |2022-01-01 |2022-12-31 |2021-03-31 11:36:28 |2022-05-26 12:23:18 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |35000 |35000 |24 |2 |2022-05-26 |Night Astronomical Tour in Atacama |auto |35000 |NULL |Español |21:00 |100p-7days |0 |Antofagasta |Pukarumi Travel |Turismoi  |0 |0 |0 |0 |0 |0 |0
330 |126 |Tour Al Valle del Autobús Abandonado |  Ven a deleitarte con paisajes lunares y atardeceres mágicos en el valle del autobús abandonado   |  El punto de encuentro y finalizacion del tour será en la placita de turis tour   Dias de operación:  de Lunes a Domingo   |tour-al-valle-del-autobus-abandonado |30000 |30000 |2021-04-01 |2022-12-31 |2021-04-02 11:42:50 |2022-02-21 12:17:51 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |30000 |30000 |24 |1 |2021-05-21 |Abandoned Bus Valley Tour |auto |30000 |4 |Español,Inglés,Portugués |16:00 |100p-7days |0 |Antofagasta |Pukarumi Travel |Turismoi  |1 |0 |0 |0 |0 |0 |0
331 |249 |Tour de Arte Callejero Clásico en Valparaiso (Privado) |El tour clásico de arte urbano, con una duración de 2 horas, es una ruta diseñada para entregar una introducción a la subcultura del Graffiti &amp; Street art. En esta ruta se busca entregar un conocimiento general sobre las raíces del muralismo y graffiti, las técnicas usadas en Sudamérica vs. Estados unidos y Europa; La importancia sobre la escena de nuestro continente y las motivaciones a un nivel general de “Escritores” y Pintores urbanos. |   Punto de encuentro:  Plaza Aníbal Pinto, Valparaíso   Dias de operación:  De lunes a domingo   |tour-de-arte-callejero-clasico-en-valparaiso-privado |20000 |0 |2021-05-25 |2022-12-31 |2021-05-25 13:06:22 |2021-06-07 11:21:20 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |20000 |0 |24 |1 |2021-06-07 |Classic Street Art Tour in Valparaiso (Private) |auto |20000 |2 |Español,Inglés |10:00 |100p-7days |0 |Valparaíso |Valpo Street Art Tours |Turismoi  |0 |0 |0 |0 |0 |0 |0
332 |120 |Tour Fuerte Bulnes desde Punta Arenas |  Primer Poblado Patagónico.  Recorrrido Histórico con museo interactivo.  Contemplas        Recorrido Medio tiempo.   |   Punto de encuentro:  Traslado desde y hacia su lugar de alojamiento en Punta Arenas.   Disponibilidad:  Miercoles a Domingo   |tour-fuerte-bulnes-desde-punta-arenas |25000 |25000 |2022-01-01 |2022-12-31 |2021-06-02 19:13:18 |2022-06-13 09:13:53 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |25000 |25000 |24 |2 |2022-06-13 |Fort Bulnes Tour from Punta Arenas |auto |25000 |4 |Español,Inglés |10:00 |100p-24hours |0 |Magallanes Y De La Antártica Chilena |Transporte y Turismo  Fin del Mundo  |Turismoi  |0 |0 |0 |0 |0 |0 |0
333 |120 |Trekking Base Torres |  Eres amante del trekking de aventura, llegar a las Bases de las Torres es la mejor opción.  Hazlo en un día entero.  Pon a prueba tu destreza física.   |   Punto de encuentro:  Pick up desde su lugar de alojamiento.  Drop off a su lugar de alojamiento o a convenir (Puede ser en Natales o Punta Arenas)   |trekking-base-torres |90000 |NULL |2021-06-03 |2022-12-31 |2021-06-02 19:54:44 |2021-10-26 16:58:59 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |90000 |NULL |24 |4 |2021-06-07 |Torres Base Trek |auto |90000 |NULL |Español,Inglés |04:00 |100p-24hours |0 |Magallanes Y De La Antártica Chilena |Transporte y Turismo  Fin del Mundo  |Turismoi  |0 |0 |0 |0 |0 |0 |0
334 |248 |Half Day Buceo Pacífico en Quintay |Nos encanta compartir nuestra pasión con visitantes del resto del planeta,  Ayekan  es una palabra de origenmapudungún que significa  reír siempre ; y es ese nuestro espíritu, compartir momentos de alegría y disfrute, a la vez dar a conocer nuestro patrimonio natural y cultural.   El buceo es una actividad divertida y enormemente gratificante para todos los que amamos la naturaleza, no necesitas ningún conocimiento previo, solo las ganas de vivirlo. Con Ayekan te acompañamos en cada momento y te hacemos un registro audiovisual de la experiencia submarina, además te daremos un Souvenir personalizado para que tengas un recuerdo tangible de tu visita a Quintay, Chile.Conocerás al guía que te acompañará en esta aventura.  Tomarás una clase personalizada de adaptación en piscina.  Irás en bote hacia el punto de buceo.  Nos sumergiremos y conocerás las hermosas formas de vida marina presentes en esta zona del Océano Pacifico.  Te daremos material audiovisual de tu experiencia submarina.  Disfrutaremos de un delicioso catering al aire libre.  Te daremos un Souvenir personalizado de regalo.   |   Punto de partida:  Te recogemos en tu hotel, para dirigirnos a Quintay, a 45 minutos de Valparaíso.   Dias de operación:  de Lunes a Domingo   Punto de retorno del tour:  14:00 hrs    |half-day-buceo-pacifico-en-quintay |130000 |130000 |2021-06-01 |2022-12-31 |2021-06-15 17:55:19 |2022-02-21 13:39:48 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |130000 |130000 |24 |1 |2021-06-18 |Half Day Pacific Diving in Quintay |auto |130000 |6 |Español,Inglés,Portugués |08:00 |non-refundable |0 |Valparaíso |AYEKAN ECOTURISMO |Turismoi  |0 |0 |0 |0 |0 |0 |1
335 |118 |Full Day Tour a Laguna Roja |Disfruta de la Laguna roja! |   Punto de encuentro:  Se retira a los pasajeros desde sus hoteles o lugar de alojamiento  Punto de retorno: Al término del tour, se deja a los pasajeros en su hotel o alojamiento por orden inversa del retiro   Dias de operación:  Las salidas de este tour son 3 veces por semana    |full-day-tour-a-laguna-roja |173333 |NULL |2022-01-01 |2022-12-31 |2021-06-16 01:26:22 |2022-05-25 10:40:49 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |173333 |NULL |72 |2 |2022-05-25 |Full Day Tour to Laguna Roja |auto |173333 |NULL |Español,Inglés,Portugués,Francés |05:15 |100p-24hours |0 |Tarapacá |SURIRE TOURS |Turismoi  |0 |0 |0 |0 |0 |0 |0
336 |258 |Tour Al Parque Nacional Queulat | Invitamos a los amantes de la naturaleza a una excursión que los llevará a visitar uno de los atractivos más emblemáticos de la región: el Glaciar colgante de Queulat.      Para acceder al Parque Nacional, viajaremos por el estrecho norte de la Carretera Austral, recorriendo y atravesado increíbles paisajes en el camino, como por ejemplo frondosos bosques, caídas de agua, fiordos, ventisqueros y ríos.      ¡No te pierdas la oportunidad de recorrer este hermoso territorio!   |  Pick-up y drop-off desde hoteles céntricos en Coyhaique   Dias de operación:  Todos los días          |tour-al-parque-nacional-queulat |128681 |128681 |2021-08-01 |2022-12-31 |2021-06-17 10:35:56 |2021-06-30 17:25:22 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |128681 |128681 |24 |2 |2021-06-30 |Queulat National Park Tour |auto |128681 |NULL |Español,Inglés |06:30 |100p-24hours |0 |Aysén |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
337 |258 |Trekking Laguna Verde en el Parque Nacional Cerro Castillo | ¡Te invitamos a conocer el Parque Nacional Cerro Castillo de la mejor manera!      A través de este trekking iremos a conocer esta famosa reserva, donde realizaremos una caminata de 9 Km a través de bosques de lenga y ñire que nos llevarán a conocer la majestuosa Laguna Verde, la cual se forma gracias al deshielo de los glaciares del cerro.      Emocionantes caminatas, avistajes de flora y fauna autóctonas y vistas impresionantes de la laguna y el cerro Castillo te esperan para recorrerlos en este trekking.   |  Pick up y Drop off: Hoteles de Coyhaique   Duración:  9 Horas   |trekking-laguna-verde-en-el-parque-nacional-cerro-castillo |203000 |203000 |2021-06-24 |2022-12-31 |2021-06-24 13:09:06 |2021-06-30 17:31:26 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |203000 |203000 |24 |2 |2021-06-30 |Laguna Verde Trek in Cerro Castillo National Park |auto |203000 |NULL |Español,Inglés |08:00 |100p-7days |0 |Aysén |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
338 |258 |Rafting en el Río Baker | ¡Si eres amante de la aventura y la adrenalina, esta actividad es para ti!     Te invitamos a un divertido rafting en un camino de 6 km en el Río Baker, el más caudaloso de Chile. Anímate a experimentar este deporte de aventura consistente en descender con varias personas en una embarcación por el río de emocionantes  aguas blancas .  <i> </i>  ¡No te pierdas esta actividad!  |   Punto de encuentro:  Rio Baker - PUERTO BERTRAND   Dias de operación:  Todos los días     |rafting-en-el-rio-baker |76000 |NULL |2021-06-24 |2022-12-31 |2021-06-24 14:35:54 |2021-06-30 17:38:19 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |76000 |NULL |24 |2 |2021-06-30 |Rafting on the Baker River |auto |76000 |2 |Español,Inglés |10:00 |100p-24hours |0 |Aysén |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
339 |258 |Cena Show Rapa Nui |Este tour es ideal para pasar una noche divertida y emocionante, conociendo a fondo la cultura Rapa Nui y experimentándola con todos los sentidos.  Disfrutaremos de un show que nos llevará a través de la historia cultural de la isla, comenzando desde la época ancestral hasta la época actual, disfrutando también de bailes polinésicos que son parte de la cultura rapa nui.  A través de este viaje podremos disfrutar con todos los sentidos, degustando delicioso ceviche, una cena buffet y participando del ritual ancestral de curanto, teniendo una clase de baile polinésico, y participando del takona, la tradicional pintura de rostro.     ¡No te lo pierdas!  |  Pick up y Drop off: Hoteles seleccionados   Dias de operación: Lunes, Miércoles, Viernes     |cena-show-rapa-nui |117000 |117000 |2021-06-24 |2022-12-31 |2021-06-24 15:11:58 |2021-06-30 17:50:43 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |117000 |117000 |24 |1 |2021-06-30 |Dinner Show Rapa Nui |auto |117000 |3 |Español,Inglés |19:30 |100p-24hours |0 |Valparaíso |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
340 |258 |Full Day Parque Nacional Chiloé y Bosque Piedra | A través de este tour tomaremos contacto con la naturaleza mágica que rodea la Isla de Chiloé. Podremos conocer el encantador Bosque Piedra, iniciativa creada por Elena Bochetti, la cual impulsa el turismo ecológico, botánico y geológico.      También visitaremos el famoso Parque Nacional Chiloé, pasando por  El Tepual  o bosque de tepú, el cual es un arbusto cerrado  y no muy alto, que crece en humedales.      Aprenderemos de la flora y fauna de la región en pleno contacto con la naturaleza de este especial destino, una experiencia indispensable para tu visita.      ¡Un día perfecto para disfrutar del exterior! No te lo pierdas.   |  Pick up y Drop off: Hoteles seleccionados en Castro   Dias de operación:  de Lunes a Domingo    |full-day-parque-nacional-chiloe-y-bosque-piedra |102000 |102000 |2021-06-24 |2022-12-31 |2021-06-24 15:46:35 |2021-06-28 15:31:04 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |102000 |102000 |24 |2 |2021-06-28 |Full Day Chiloé National Park and Piedra Forest |auto |102000 |8 |Español,Inglés |09:30 |100p-24hours |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
341 |258 |Full Day Isla Lemuy en Chiloé | A través de este interesante tour visitaremos la Isla Lemuy, una de las más grandes del archipiélago de Chiloé.      Este destino es conocido por sus capillas de madera, y durante este recorrido conoceremos algunas de ellas:      En la ciudad de Chonchi recorreremos la Iglesia de San Carlos de Borromeo, de estilo neoclásico y la Iglesia de Nuestra Señora de Gracia la cual está construida con alerce y ciprés.  En la Lemuy conoceremos las Iglesias de Aldachildo, Ichuac y Detif. declaradas Patrimonio de la Humanidad por la Unesco.     También pasaremos un tiempo en el bosque nativo de Chiloé, realizando un paseo en contacto directo de la naturaleza por el Parque Yayanes.       ¡Será un tour lleno de historia y cultura que no te querrás perder!   |  Pick up y Drop off: Hoteles en Castro    Dias de operación:  de Lunes a Domingo    |full-day-isla-lemuy-en-chiloe |92000 |92000 |2021-06-25 |2022-12-31 |2021-06-25 13:51:37 |2021-06-28 15:35:20 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |92000 |92000 |24 |2 |2021-06-28 |Full Day Isla Lemuy in Chiloé |auto |92000 |8 |Español,Inglés |09:30 |100p-7days |0 |De Los Lagos |Tangol |Turismoi  |0 |0 |0 |0 |0 |0 |0
