tour_id	tour_user_id	tour_name	tour_description	tour_starter_point	URL	tour_price	tour_child_price	tour_viality_from	tour_viality_to	tour_created_at	tour_update_at	tour_days	tour_nights	tour_state	tour_hounsing_type	tour_country_id	tour_housing_name	tour_stock	tour_commision	tour_in_home	tour_is_canatour	tour_blocked	tour_adult_foreigner_price	tour_child_foreigner_price	tour_purchase_time	tour_min_passenger	tour_published_on	tour_name_en	tour_translation_mode	tour_list_price	tour_duration_in_hours	tour_language	tour_start_time	tour_cancellation_policy	tour_reservations_count	turismoi_network	saas_network	tour_operador_name	payment_type
335|	118|	Full Day Tour a Laguna Roja|	Disfruta de la Laguna roja!|	<ul><li><b>Punto de encuentro: </b>Se retira a los pasajeros desde sus hoteles o lugar de alojamiento</li><li>Punto de retorno: Al término del tour, se deja a los pasajeros en su hotel o alojamiento por orden inversa del retiro</li><li><b>Dias de operación:</b> Las salidas de este tour son 3 veces por semana<br></li></ul>|	full-day-tour-a-laguna-roja|	173333|	NULL|	2022-01-01|	2022-12-31|	2021-06-16 01:26:22|	2022-05-25 10:40:49|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	173333|	NULL|	72|	2|	2022-05-25|	Full Day Tour to Laguna Roja|	auto|	173333|	NULL|	Español,Inglés,Portugués,Francés|	05:15|	100p-24hours|	0|	1|	0|	SURIRE TOURS|	NULL|
336|	258|	Tour Al Parque Nacional Queulat|	<div>Invitamos a los amantes de la naturaleza a una excursión que los llevará a visitar uno de los atractivos más emblemáticos de la región: el&nbsp;Glaciar colgante de Queulat.&nbsp;</div><div><br></div><div>Para acceder al&nbsp;Parque Nacional, viajaremos por el estrecho norte de la Carretera Austral, recorriendo y atravesado increíbles paisajes en el camino, como por ejemplo frondosos bosques, caídas de agua, fiordos, ventisqueros y ríos.</div><div><br></div><div><b>¡No te pierdas la oportunidad de recorrer este hermoso territorio!</b></div>|	<ul><li>Pick-up y drop-off desde hoteles céntricos en&nbsp;Coyhaique</li><li><b>Dias de operación: </b>Todos los días</li></ul>&nbsp;<br><br><div><div></div></div>|	tour-al-parque-nacional-queulat|	128681|	128681|	2021-08-01|	2022-12-31|	2021-06-17 10:35:56|	2021-06-30 17:25:22|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	128681|	128681|	24|	2|	2021-06-30|	Queulat National Park Tour|	auto|	128681|	NULL|	Español,Inglés|	06:30|	100p-24hours|	0|	1|	0|	Tangol|	NULL|
337|	258|	Trekking Laguna Verde en el Parque Nacional Cerro Castillo|	<div>¡Te invitamos a conocer el&nbsp;Parque Nacional Cerro Castillo&nbsp;de la mejor manera!&nbsp;</div><div><br></div><div>A través de este&nbsp;trekking&nbsp;iremos a conocer esta famosa reserva, donde realizaremos una caminata de 9 Km a través de&nbsp;bosques de lenga y ñire&nbsp;que nos llevarán a conocer la majestuosa&nbsp;Laguna Verde, la cual se forma gracias al&nbsp;deshielo de los glaciares del cerro.&nbsp;</div><div><br></div><div>Emocionantes caminatas, avistajes de flora y fauna autóctonas y vistas impresionantes de la laguna y el cerro Castillo te esperan para recorrerlos en este trekking.&nbsp;</div>|	<ul><li>Pick up y Drop off: Hoteles de Coyhaique</li><li><b>Duración: </b>9 Horas</li></ul>|	trekking-laguna-verde-en-el-parque-nacional-cerro-castillo|	203000|	203000|	2021-06-24|	2022-12-31|	2021-06-24 13:09:06|	2021-06-30 17:31:26|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	203000|	203000|	24|	2|	2021-06-30|	Laguna Verde Trek in Cerro Castillo National Park|	auto|	203000|	NULL|	Español,Inglés|	08:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
338|	258|	Rafting en el Río Baker|	<div>¡Si eres amante de la aventura&nbsp;y la adrenalina, esta actividad es para ti!</div><div><br></div><div>Te invitamos a un divertido&nbsp;rafting&nbsp;en un camino de 6 km en el&nbsp;Río Baker, el más caudaloso de Chile. Anímate a experimentar este deporte de aventura consistente en descender con varias personas en una embarcación por el río de emocionantes "aguas blancas".</div><div><i><br></i></div><div>¡No te pierdas esta actividad!</div>|	<ul><li><b>Punto de encuentro:</b> Rio Baker - PUERTO BERTRAND</li><li><b>Dias de operación: </b>Todos los días</li></ul><br><br>|	rafting-en-el-rio-baker|	76000|	NULL|	2021-06-24|	2022-12-31|	2021-06-24 14:35:54|	2021-06-30 17:38:19|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	76000|	NULL|	24|	2|	2021-06-30|	Rafting on the Baker River|	auto|	76000|	2|	Español,Inglés|	10:00|	100p-24hours|	0|	1|	0|	Tangol|	NULL|
339|	258|	Cena Show Rapa Nui|	Este tour es ideal para pasar una&nbsp;noche divertida&nbsp;y&nbsp;emocionante, conociendo a fondo la&nbsp;cultura Rapa Nui&nbsp;y experimentándola con todos los sentidos.<br><br>Disfrutaremos de un&nbsp;show&nbsp;que nos llevará a través de la&nbsp;historia cultural de la isla, comenzando desde la época ancestral hasta la época actual, disfrutando también de bailes polinésicos que son parte de la cultura rapa nui.<br><br>A través de este viaje podremos disfrutar con todos los sentidos, degustando delicioso&nbsp;ceviche, una&nbsp;cena buffet&nbsp;y participando del ritual ancestral de curanto, teniendo una&nbsp;clase de baile polinésico, y participando del&nbsp;takona, la tradicional pintura de rostro.&nbsp;<div><br></div><div>¡No te lo pierdas!</div>|	<ul><li>Pick up y Drop off: Hoteles seleccionados</li><li><b>Dias de operación: Lunes, Miércoles, Viernes</b></li></ul><br>|	cena-show-rapa-nui|	117000|	117000|	2021-06-24|	2022-12-31|	2021-06-24 15:11:58|	2021-06-30 17:50:43|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	117000|	117000|	24|	1|	2021-06-30|	Dinner Show Rapa Nui|	auto|	117000|	3|	Español,Inglés|	19:30|	100p-24hours|	0|	1|	0|	Tangol|	NULL|
340|	258|	Full Day Parque Nacional Chiloé y Bosque Piedra|	<div>A través de este tour tomaremos contacto con la naturaleza mágica que rodea la&nbsp;Isla de Chiloé. Podremos conocer el encantador&nbsp;Bosque Piedra, iniciativa creada por Elena Bochetti, la cual impulsa el turismo ecológico, botánico y geológico.&nbsp;</div><div><br></div><div>También visitaremos el famoso&nbsp;Parque Nacional Chiloé, pasando por&nbsp;"El Tepual"&nbsp;o bosque de tepú, el cual es un arbusto cerrado&nbsp; y no muy alto, que crece en humedales.&nbsp;</div><div><br></div><div>Aprenderemos de la flora y fauna de la región en pleno contacto con la naturaleza de este especial destino, una experiencia indispensable para tu visita.</div><div><br></div><div><b>¡Un día perfecto para disfrutar del exterior! No te lo pierdas.</b></div>|	<ul><li>Pick up y Drop off: Hoteles seleccionados en Castro</li><li><b>Dias de operación:</b> de Lunes a Domingo&nbsp;</li></ul>|	full-day-parque-nacional-chiloe-y-bosque-piedra|	102000|	102000|	2021-06-24|	2022-12-31|	2021-06-24 15:46:35|	2021-06-28 15:31:04|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	102000|	102000|	24|	2|	2021-06-28|	Full Day Chiloé National Park and Piedra Forest|	auto|	102000|	8|	Español,Inglés|	09:30|	100p-24hours|	0|	1|	0|	Tangol|	NULL|
341|	258|	Full Day Isla Lemuy en Chiloé|	<div>A través de este interesante tour visitaremos la&nbsp;Isla Lemuy, una de las más grandes del archipiélago de&nbsp;Chiloé.&nbsp;</div><div><br></div><div>Este destino es conocido por sus capillas de madera, y durante este recorrido conoceremos algunas de ellas:&nbsp;</div><div><br></div><div>En la ciudad de&nbsp;Chonchi&nbsp;recorreremos la&nbsp;Iglesia de San Carlos de Borromeo, de estilo neoclásico y la&nbsp;Iglesia de Nuestra Señora de Gracia&nbsp;la cual está construida con alerce y ciprés.</div><div>En la&nbsp;Lemuy&nbsp;conoceremos las&nbsp;Iglesias de Aldachildo, Ichuac y Detif. declaradas Patrimonio de la Humanidad por la Unesco.</div><div><br></div><div>También pasaremos un tiempo en el&nbsp;bosque nativo de Chiloé, realizando un paseo en contacto directo de la naturaleza por el&nbsp;Parque Yayanes.&nbsp;</div><div><br></div><div><b>¡Será un tour lleno de historia y cultura que no te querrás perder!</b></div>|	<ul><li>Pick up y Drop off: Hoteles en Castro</li><li><span><b>Dias de operación:</b> de Lunes a Domingo</span></li></ul>|	full-day-isla-lemuy-en-chiloe|	92000|	92000|	2021-06-25|	2022-12-31|	2021-06-25 13:51:37|	2021-06-28 15:35:20|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	92000|	92000|	24|	2|	2021-06-28|	Full Day Isla Lemuy in Chiloé|	auto|	92000|	8|	Español,Inglés|	09:30|	100p-7days|	0|	1|	0|	Tangol|	NULL|
342|	258|	Full Day Isla Quinchao en Chiloé|	<div>A través de este tour podremos conocer la&nbsp;Isla de Quinchao, la cual se destaca por su historia, arquitectura, religiosidad y folklore.</div><div><br></div><div>También visitaremos el&nbsp;pueblo de Achao, el más extenso fuera de la isla grande y el principal de entre los pueblos chilotes, por lo cual es muy visitado por habitantes de las islas menores, que acuden a estudiar o a realizar actividades comerciales. El pueblo es destacado por su tradicional arquitectura. Además, conoceremos el&nbsp;pueblo de Dalcahue, su feria artesanal y su iglesia, la cual es&nbsp;Patrimonio de la Humanidad.</div><div><br></div><div><b>¡Te esperamos!</b></div>|	<ul><li>Pick up y Drop Off: Hoteles en Castro</li><li><b>Dias de operación: </b>de Lunes a Domingo&nbsp;</li></ul>|	full-day-isla-quinchao-en-chiloe|	82000|	82000|	2021-06-25|	2022-12-31|	2021-06-25 15:47:30|	2021-06-28 15:41:17|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	0|	82000|	82000|	24|	2|	2021-06-28|	Full Day Isla Quinchao in Chiloé|	auto|	82000|	8|	Español,Inglés|	09:30|	100p-7days|	0|	1|	0|	Tangol|	NULL|
343|	258|	Full Day Parque Aventura Chaiguen|	<div>A través de este tour podremos conocer la&nbsp;Isla de Quinchao, la cual se destaca por su historia, arquitectura, religiosidad y folklore.</div><div><br></div><div>También visitaremos el&nbsp;pueblo de Achao, el más extenso fuera de la isla grande y el principal de entre los pueblos chilotes, por lo cual es muy visitado por habitantes de las islas menores, que acuden a estudiar o a realizar actividades comerciales. El pueblo es destacado por su tradicional arquitectura.</div><div><br></div><div>Además, conoceremos el&nbsp;pueblo de Dalcahue, su feria artesanal y su iglesia, la cual es&nbsp;Patrimonio de la Humanidad.</div><div><br></div><div><b>¡Te esperamos!</b></div>|	<ul><li><span><b>Pick up y drop off: </b>Hoteles en Castro</span></li><li><span><b>Dias de operación: </b>de Lunes a Domingo</span></li></ul><br><div><br></div>|	full-day-parque-aventura-chaiguen|	92000|	92000|	2021-06-25|	2022-12-31|	2021-06-25 16:13:56|	2021-06-28 15:45:35|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	92000|	92000|	24|	2|	2021-06-28|	Chaiguen Adventure Park Full Day|	auto|	92000|	8|	Español,Inglés|	09:30|	100p-24hours|	0|	1|	0|	Tangol|	NULL|
344|	258|	Muelle de la Luz en Chiloé|	<div>El&nbsp;Muelle de la Luz&nbsp;es una estructura de madera realizada por un conocido escultor de Chiloé, que&nbsp;conforma una trilogía de miradores que busca relevar la identidad de este maravilloso lugar de acantilados.&nbsp;</div><div><br></div><div>Durante este tour, además de visitar el&nbsp;Muelle de la Luz&nbsp;y disfrutar de sus&nbsp;impresionantes vistas, conoceremos más sobre la naturaleza que habita la isla, navegando por el&nbsp;río Chepu, y degustando platos típicos de la zona.</div><div><br></div><div><b>¡No te lo pierdas!</b></div>|	<ul><li><span><b>Pick up y drop off: </b>Hoteles seleccionados en Castro</span></li><li><span><b>Dias de operación:</b> de Lunes a Domingo</span></li></ul><div><br><br></div>|	muelle-de-la-luz-en-chiloe|	113000|	113000|	2021-06-25|	2022-12-31|	2021-06-25 16:38:07|	2021-06-28 15:49:15|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	113000|	113000|	1|	2|	2021-06-28|	Dock of Light in Chiloé|	auto|	113000|	8|	Español,Inglés|	09:30|	100p-7days|	0|	1|	0|	Tangol|	NULL|
345|	258|	Cascadas de Tocoihue y Pueblos Costeros|	<div>A través de este tour realizaremos un recorrido por los pueblos costeros del noreste de la isla de Chiloé, además de conocer las hermosas cascadas de Tocoihue, con más de 40 metros de altura.</div><div><br></div><div>Conoceremos los pueblos de Dalcahue, San Juan, Tenaun, Popetan y por último la isla Aucar, aprendiendo más sobre su historia, costumbres, fauna y por supuesto la flora autóctona que habita en este lugar tan especial.&nbsp;</div><div><br></div><div><b>¡Reserva tu lugar ahora!</b></div>|	<ul><li><span><b>Pick up y drop off:</b> Hoteles en Castro</span></li><li><span><b>Dias de operación: </b>de Lunes a Domingo</span></li></ul><br><div><br></div>|	cascadas-de-tocoihue-y-pueblos-costeros|	92000|	92000|	2021-06-25|	2022-12-31|	2021-06-25 16:53:29|	2021-06-28 15:53:15|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	92000|	92000|	24|	2|	2021-06-28|	Tocoihue Waterfalls and Coastal Towns|	auto|	92000|	8|	Español,Inglés|	09:30|	100p-7days|	0|	1|	0|	Tangol|	NULL|
346|	258|	Trekking Punta Pirulil y Muelle de las Almas|	<div>Te invitamos a realizar un&nbsp;trekking&nbsp;por la zona de&nbsp;Punta Pirulil&nbsp;hasta llegar a la reconocida obra de arte inspirada en leyendas locales: el&nbsp;Muelle de las Almas.&nbsp;</div><div><br></div><div>Además de recorrer la zona, conoceremos el pueblo de&nbsp;Cucao, aldea indígena que cuenta con una Iglesia desde 1734, y también visitaremos el&nbsp;Parque Nacional Chiloé, donde realizaremos una caminata&nbsp;para avistar fauna y flora locales.&nbsp;</div><div><br></div><div><b>¡No te pierdas esta experiencia!</b></div>|	<ul><li><span><b>Pick up y Drop off:</b> Hoteles en Castro</span></li><li><span><b>Dias de operación: </b>de Lunes a Domingo</span></li></ul><br><div><br></div>|	trekking-punta-pirulil-y-muelle-de-las-almas|	92000|	92000|	2021-06-25|	2022-12-31|	2021-06-25 17:07:15|	2021-06-28 16:20:04|	1|	0|	unpublished|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	92000|	92000|	24|	2|	2021-06-28|	Punta Pirulil and Muelle de las Almas trekking|	auto|	92000|	8|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
347|	258|	Navegacion Al Glaciar Grey en Torres del Paine|	<div>Te invitamos a realizar un paseo en barco inigualable, que te permitirá contemplar de la mejor forma el hermoso Glaciar Grey, disfrutando en toda su dimensión la infinidad de grietas y levantamientos que constituyen el ventisquero.</div><div><br></div><div>Acompáñanos a subir a la embarcación Grey II y por 45 minutos, sumérgete en el imponente paisaje mientras nos acercamos lo más posible al glaciar. Luego de la navegación, visitaremos la isla que lo divide, para seguir observándolo desde un nuevo ángulo.</div><div><br></div><div>¡No te lo pierdas es un destacado y recomendado en en Parque Nacional Torres del Paine!</div>|	<ul><li><span><b>Punto de encuentro: </b>Hotel Lago Grey (el check in para la navegación debe realizarse en el hotel)</span></li><li><b>Punto de retorno:</b> Área Grey</li><li><b>Dias de operación: </b>todos los dias<br></li><li><b>Tour disponible hasta Octubre 2022</b></li></ul><div><br></div>|	navegacion-al-glaciar-grey-en-torres-del-paine|	125536|	125536|	2022-01-01|	2022-10-30|	2021-06-28 09:06:50|	2022-02-23 11:52:48|	1|	0|	published|	NULL|	NULL|	NULL|	0|	25|	0|	0|	1|	125536|	125536|	72|	1|	2021-06-30|	Navigation to the Gray Glacier in Torres del Paine|	auto|	125536|	4|	Español,Inglés|	09:00|	100p-7days|	0|	1|	0|	Tangol|	NULL|
